Date,nifty,ftse,nasdaq,nikkei,dax,s&p
9/18/2008,4038.15,4880,2199.1,11489.3,5863.42,1206.51
9/19/2008,4245.25,5311.3,2273.9,11920.86,6143.42,1255.08
9/22/2008,4223.05,5236.3,2178.98,12090.59,6107.75,1207.09
9/23/2008,4126.9,5136.1,2153.33,12090.59,6068.53,1188.22
9/24/2008,4161.25,5095.6,2155.68,12115.03,6052.87,1185.87
9/25/2008,4110.55,5197,2186.57,12006.53,6173.03,1209.18
9/26/2008,3985.25,5088.5,2183.34,11893.16,6063.5,1213.27
9/29/2008,3850.05,4818.8,1983.73,11743.61,5807.08,1106.42
9/30/2008,3921.2,4902.5,2091.88,11259.86,5831.02,1166.36
10/1/2008,3950.75,4959.6,2069.4,11368.26,5806.33,1161.06
10/3/2008,3818.3,4980.3,1947.39,10938.14,5797.03,1099.23
10/6/2008,3602.35,4589.2,1862.96,10473.09,5387.01,1056.89
10/7/2008,3606.6,4605.2,1754.88,10155.9,5326.63,996.23
10/8/2008,3513.65,4366.7,1740.33,9203.32,5013.62,984.94
10/10/2008,3279.95,3932.1,1649.51,8276.43,4544.31,899.22
10/13/2008,3490.7,4256.9,1844.25,8276.43,5062.45,1003.35
10/14/2008,3518.65,4394.2,1779.01,9447.57,5199.19,998.01
10/15/2008,3338.4,4079.6,1628.33,9547.47,4861.63,907.84
10/16/2008,3269.3,3861.4,1717.71,8458.45,4622.81,946.43
10/17/2008,3074.35,4063,1711.29,8693.82,4781.33,940.55
10/20/2008,3122.8,4282.7,1770.03,9005.59,4835.01,985.4
10/21/2008,3234.9,4229.7,1696.68,9306.25,4784.41,955.05
10/22/2008,3065.15,4040.9,1615.75,8674.69,4571.07,896.78
10/23/2008,2943.15,4087.8,1603.91,8460.98,4519.7,908.11
10/24/2008,2584,3883.4,1552.03,7649.08,4295.67,876.77
10/27/2008,2524.2,3852.6,1505.9,7162.9,4334.64,848.92
10/28/2008,2684.6,3926.4,1649.47,7621.92,4823.45,940.51
10/29/2008,2697.05,4242.5,1657.21,8211.9,4808.69,930.09
10/31/2008,2885.6,4377.3,1720.95,8576.98,4987.97,968.75
11/3/2008,3043.85,4443.3,1726.33,8576.98,5026.84,966.3
11/4/2008,3142.1,4639.5,1780.12,9114.6,5278.04,1005.75
11/5/2008,2994.95,4530.7,1681.64,9521.24,5166.87,952.77
11/6/2008,2892.65,4272.4,1608.7,8899.14,4813.57,904.88
11/7/2008,2973,4365,1647.4,8583,4938.46,930.99
11/10/2008,3148.25,4403.9,1616.74,9081.43,5025.53,919.21
11/11/2008,2938.65,4246.7,1580.9,8809.3,4761.58,898.95
11/12/2008,2848.45,4182,1499.21,8695.51,4620.8,852.3
11/14/2008,2810.35,4233,1516.85,8462.39,4710.24,873.29
11/17/2008,2799.55,4132.2,1482.05,8522.58,4557.27,850.75
11/18/2008,2683.15,4208.5,1483.27,8328.41,4579.47,859.12
11/19/2008,2635,4005.7,1386.42,8273.22,4354.09,806.58
11/20/2008,2553.15,3875,1316.12,7703.04,4220.2,752.44
11/21/2008,2693.45,3781,1384.35,7910.79,4127.41,800.03
11/24/2008,2708.25,4153,1472.02,7910.79,4554.33,851.81
11/25/2008,2654,4171.3,1464.73,8323.93,4560.42,857.39
11/26/2008,2752.25,4152.7,1532.1,8213.22,4560.5,887.68
11/28/2008,2755.1,4288,1535.57,8512.27,4669.44,896.24
12/1/2008,2682.9,4065.5,1398.07,8397.22,4394.79,816.21
12/2/2008,2657.8,4122.9,1449.8,7863.69,4531.79,848.81
12/3/2008,2656.45,4170,1492.38,8004.1,4567.24,870.74
12/4/2008,2788,4163.6,1445.56,7924.24,4564.23,845.22
12/5/2008,2714.4,4049.4,1509.31,7917.51,4381.47,876.07
12/8/2008,2784,4300.1,1571.74,8329.05,4715.88,909.7
12/10/2008,2928.25,4367.3,1565.48,8660.24,4804.88,899.24
12/11/2008,2920.15,4388.7,1507.88,8720.55,4767.2,873.59
12/12/2008,2921.35,4280.4,1540.72,8235.87,4663.37,879.73
12/15/2008,2981.2,4277.6,1508.34,8664.66,4654.82,868.57
12/16/2008,3041.75,4309.1,1589.89,8568.02,4729.91,913.18
12/17/2008,2954.35,4324.2,1579.31,8612.52,4708.38,904.42
12/18/2008,3060.75,4330.7,1552.37,8667.23,4756.4,885.28
12/19/2008,3077.5,4286.9,1564.32,8588.52,4696.7,887.88
12/22/2008,3039.3,4249.2,1532.35,8723.78,4639.02,871.63
12/23/2008,2968.65,4256,1521.54,8723.78,4629.38,863.16
12/24/2008,2916.85,4216.6,1524.9,8517.1,4629.38,868.15
12/26/2008,2857.25,4216.6,1530.24,8739.52,4629.38,872.8
12/29/2008,2922.2,4319.4,1510.32,8747.17,4704.86,869.42
12/30/2008,2979.5,4392.7,1550.7,8859.56,4810.2,890.64
12/31/2008,2959.15,4434.2,1577.03,8859.56,4810.2,903.25
1/1/2009,3033.45,4434.2,1577.03,8859.56,4810.2,903.25
1/2/2009,3046.75,4561.8,1632.21,8859.56,4973.07,931.8
1/5/2009,3121.45,4579.6,1628.03,9043.12,4983.99,927.45
1/6/2009,3112.8,4638.9,1652.38,9080.84,5026.31,934.7
1/7/2009,2920.4,4507.5,1599.06,9239.24,4937.47,906.65
1/9/2009,2873,4448.5,1571.59,8836.8,4783.89,890.35
1/12/2009,2773.1,4426.2,1538.79,8836.8,4719.62,870.26
1/13/2009,2744.95,4399.1,1546.46,8413.91,4636.94,871.79
1/14/2009,2835.3,4180.6,1489.64,8438.45,4422.35,842.62
1/15/2009,2736.7,4121.1,1511.84,8023.31,4336.73,843.74
1/16/2009,2828.45,4147.1,1529.33,8230.15,4366.28,850.12
1/19/2009,2846.2,4108.5,1529.33,8256.85,4316.14,850.12
1/20/2009,2796.6,4091.4,1440.86,8065.79,4239.85,805.22
1/21/2009,2706.15,4059.9,1507.07,7901.64,4261.15,840.24
1/22/2009,2713.8,4052.2,1465.49,8051.74,4219.42,827.5
1/23/2009,2678.55,4052.5,1477.29,7745.25,4178.94,831.95
1/27/2009,2771.35,4194.4,1504.9,8061.07,4323.42,845.71
1/28/2009,2849.5,4295.2,1558.34,8106.29,4518.72,874.09
1/29/2009,2823.95,4190.1,1507.84,8251.24,4428.11,845.14
1/30/2009,2874.8,4149.6,1476.42,7994.05,4338.35,825.88
2/2/2009,2766.65,4077.8,1494.43,7873.98,4271.04,825.44
2/3/2009,2783.9,4164.5,1516.3,7825.51,4374.96,838.51
2/4/2009,2803.05,4228.6,1515.05,8038.94,4492.79,832.23
2/5/2009,2780.05,4228.9,1546.24,7949.65,4510.49,845.85
2/6/2009,2843.1,4291.9,1591.71,8076.62,4644.63,868.6
2/9/2009,2919.9,4307.6,1591.56,7969.03,4666.82,869.89
2/10/2009,2934.5,4213.1,1524.73,7945.94,4505.54,827.16
2/11/2009,2925.7,4234.3,1530.5,7945.94,4530.09,833.74
2/12/2009,2893.05,4202.2,1541.71,7705.36,4407.56,835.19
2/13/2009,2948.35,4189.6,1534.36,7779.4,4413.39,826.84
2/16/2009,2848.5,4134.8,1534.36,7750.17,4366.64,826.84
2/17/2009,2770.5,4034.1,1470.66,7645.51,4216.6,789.17
2/18/2009,2776.15,4006.8,1467.97,7534.44,4204.96,788.42
2/19/2009,2789.35,4018.4,1442.82,7557.65,4215.21,778.94
2/20/2009,2736.45,3889.1,1441.23,7416.38,4014.66,770.05
2/24/2009,2733.9,3816.4,1441.83,7268.56,3895.75,773.14
2/25/2009,2762.5,3849,1425.43,7461.22,3846.21,764.9
2/26/2009,2785.65,3915.6,1391.47,7457.93,3942.62,752.83
2/27/2009,2763.65,3830.1,1377.84,7568.42,3843.74,735.09
3/2/2009,2674.6,3625.8,1322.85,7280.15,3710.07,700.82
3/3/2009,2622.4,3512.1,1321.01,7229.72,3690.72,696.33
3/4/2009,2645.2,3645.9,1353.74,7290.96,3890.94,712.87
3/5/2009,2576.7,3529.9,1299.59,7433.49,3695.49,682.55
3/6/2009,2620.15,3530.7,1293.85,7173.1,3666.41,683.38
3/9/2009,2573.15,3542.4,1268.64,7086.03,3692.03,676.53
3/12/2009,2617.45,3712.1,1426.1,7198.25,3956.22,750.74
3/13/2009,2719.25,3753.7,1431.5,7569.28,3953.6,756.55
3/16/2009,2777.25,3864,1404.02,7704.15,4044.54,753.89
3/17/2009,2757.45,3857.1,1462.11,7949.13,3987.77,778.12
3/18/2009,2794.7,3805,1491.22,7972.17,3996.32,794.35
3/19/2009,2807.15,3816.9,1483.48,7945.96,4043.46,784.04
3/20/2009,2807.05,3842.9,1457.27,7945.96,4068.74,768.54
3/23/2009,2939.9,3952.8,1555.77,8215.53,4176.37,822.92
3/24/2009,2938.7,3911.5,1516.52,8488.3,4187.36,806.12
3/25/2009,2984.35,3900.3,1528.95,8479.99,4223.29,813.88
3/26/2009,3082.25,3925.2,1587,8636.33,4259.37,832.86
3/27/2009,3108.65,3898.9,1545.2,8626.97,4203.55,815.94
3/30/2009,2978.15,3762.9,1501.8,8236.08,3989.23,787.53
3/31/2009,3020.95,3926.1,1528.59,8109.53,4084.76,797.87
4/1/2009,3060.35,3955.6,1551.6,8351.91,4131.07,811.08
4/2/2009,3211.05,4125,1602.63,8719.78,4381.92,834.38
4/6/2009,3256.6,3993.5,1606.71,8857.93,4349.81,835.48
4/8/2009,3342.95,3925.5,1590.66,8595.01,4357.92,825.16
4/9/2009,3342.05,3983.7,1652.54,8916.06,4491.12,856.56
4/13/2009,3382.6,3983.7,1653.31,8924.43,4491.12,858.73
4/15/2009,3484.15,3968.4,1626.8,8742.96,4549.79,852.06
4/16/2009,3369.5,4053,1670.44,8755.26,4609.46,865.3
4/17/2009,3384.4,4092.8,1673.07,8907.58,4676.84,869.6
4/20/2009,3377.1,3990.9,1608.21,8924.75,4486.3,832.39
4/21/2009,3365.3,3987.5,1643.85,8711.33,4501.63,850.08
4/22/2009,3330.3,4030.7,1646.12,8727.3,4594.42,843.55
4/23/2009,3423.7,4018.2,1652.21,8847.01,4538.21,851.92
4/24/2009,3480.75,4156,1694.29,8707.99,4674.32,866.23
4/27/2009,3470,4167,1679.41,8726.34,4694.07,857.51
4/28/2009,3362.35,4096.4,1673.81,8493.77,4607.42,855.16
4/29/2009,3473.95,4189.6,1711.94,8493.77,4704.56,873.64
5/4/2009,3654,4243.2,1763.56,8977.37,4902.45,907.24
5/5/2009,3661.9,4336.9,1754.12,8977.37,4853.03,903.8
5/6/2009,3625.05,4396.5,1759.1,8977.37,4880.71,919.53
5/7/2009,3683.9,4398.7,1716.24,9385.7,4804.1,907.39
5/8/2009,3620.7,4462.1,1739,9432.83,4913.9,929.23
5/11/2009,3554.6,4435.5,1731.24,9451.98,4866.91,909.24
5/12/2009,3681.1,4425.5,1715.92,9298.61,4854.11,908.35
5/13/2009,3635.25,4331.4,1664.19,9340.49,4727.61,883.92
5/14/2009,3593.45,4362.6,1689.21,9093.73,4738.47,893.07
5/15/2009,3671.65,4348.1,1680.14,9265.02,4737.5,882.88
5/18/2009,4323.15,4446.5,1732.36,9038.69,4851.96,909.71
5/19/2009,4318.45,4482.3,1734.54,9290.29,4959.62,908.13
5/20/2009,4270.3,4468.4,1727.84,9344.64,5038.94,903.47
5/21/2009,4210.9,4345.5,1695.25,9264.15,4900.67,888.33
5/22/2009,4238.5,4365.3,1692.01,9225.81,4918.75,887
5/25/2009,4237.55,4365.3,1692.01,9347,4918.45,887
5/26/2009,4116.7,4411.7,1750.43,9310.81,4985.6,910.33
5/27/2009,4276.05,4416.2,1731.08,9438.77,5000.77,893.06
5/28/2009,4337.1,4387.5,1751.79,9451.39,4932.88,906.83
5/29/2009,4448.95,4417.9,1774.33,9522.5,4940.82,919.14
6/1/2009,4529.9,4506.2,1828.68,9677.75,5142.56,942.87
6/2/2009,4525.25,4477,1836.8,9704.31,5144.06,944.74
6/3/2009,4530.7,4383.4,1825.92,9741.67,5054.53,931.76
6/4/2009,4572.65,4386.9,1850.02,9668.96,5064.8,942.46
6/5/2009,4586.9,4438.6,1849.42,9768.01,5077.03,940.09
6/8/2009,4429.9,4405.2,1842.4,9865.63,5004.72,939.14
6/9/2009,4550.95,4404.8,1860.13,9786.82,4997.86,942.43
6/10/2009,4655.25,4436.8,1853.08,9991.49,5051.18,939.15
6/11/2009,4637.7,4461.9,1862.37,9981.33,5107.26,944.89
6/12/2009,4583.4,4442,1858.8,10135.82,5069.24,946.21
6/15/2009,4484,4326,1816.38,10039.67,4889.94,923.72
6/16/2009,4517.8,4328.6,1796.18,9752.88,4890.72,911.97
6/17/2009,4356.15,4278.5,1808.06,9840.85,4799.98,910.71
6/18/2009,4251.4,4280.9,1807.72,9703.72,4837.48,918.37
6/19/2009,4313.6,4345.9,1827.47,9786.26,4839.46,921.23
6/22/2009,4235.25,4234,1766.19,9826.27,4693.4,893.04
6/23/2009,4247,4230,1764.92,9549.61,4707.15,895.1
6/24/2009,4292.95,4280,1792.34,9590.32,4836.01,900.94
6/25/2009,4241.85,4252.6,1829.54,9796.08,4800.56,920.26
6/26/2009,4375.5,4241,1838.22,9877.39,4776.47,918.9
6/29/2009,4390.95,4294,1844.06,9783.47,4885.09,927.23
6/30/2009,4291.1,4249.2,1835.04,9958.44,4808.64,919.32
7/1/2009,4340.9,4340.7,1845.72,9939.93,4905.44,923.33
7/2/2009,4348.85,4234.3,1796.52,9876.15,4718.49,896.42
7/3/2009,4424.25,4236.3,1796.52,9816.07,4708.21,896.42
7/6/2009,4165.7,4194.9,1787.4,9680.87,4651.82,898.72
7/7/2009,4202.15,4187,1746.17,9647.79,4598.19,881.03
7/8/2009,4078.9,4140.2,1747.17,9420.75,4572.65,879.56
7/9/2009,4080.95,4158.7,1752.55,9291.06,4630.07,882.68
7/10/2009,4003.9,4127.2,1756.03,9287.28,4576.31,879.13
7/13/2009,3974.05,4202.1,1793.21,9050.33,4722.34,901.05
7/14/2009,4111.4,4237.7,1799.73,9261.81,4781.69,905.84
7/15/2009,4233.5,4346.5,1862.9,9269.25,4928.44,932.68
7/16/2009,4231.4,4361.8,1885.03,9344.16,4957.19,940.74
7/17/2009,4374.95,4388.8,1886.61,9395.32,4978.4,940.38
7/20/2009,4502.25,4443.6,1909.29,9395.32,5030.15,951.13
7/21/2009,4469.1,4481.2,1916.2,9652.02,5093.97,954.58
7/22/2009,4398.9,4493.7,1926.38,9723.16,5121.56,954.07
7/23/2009,4523.75,4559.8,1973.6,9792.94,5247.28,976.29
7/24/2009,4568.55,4576.6,1965.96,9944.55,5229.36,979.26
7/27/2009,4572.3,4586.1,1967.89,10088.66,5251.55,982.18
7/28/2009,4564.1,4528.8,1975.51,10087.26,5174.74,979.62
7/29/2009,4513.5,4547.5,1967.76,10113.24,5270.32,975.15
7/30/2009,4571.45,4631.6,1984.3,10165.21,5360.66,986.75
7/31/2009,4636.45,4608.4,1978.5,10356.83,5332.14,987.48
8/3/2009,4711.4,4682.5,2008.61,10352.47,5426.85,1002.63
8/4/2009,4680.5,4671.4,2011.31,10375.01,5417.02,1005.65
8/5/2009,4694.15,4647.1,1993.05,10252.53,5353.01,1002.72
8/6/2009,4585.5,4690.5,1973.16,10388.09,5369.98,997.08
8/7/2009,4481.4,4731.6,2000.25,10412.09,5458.96,1010.48
8/10/2009,4437.65,4722.2,1992.24,10524.26,5418.12,1007.1
8/11/2009,4471.35,4671.3,1969.73,10585.46,5285.81,994.35
8/12/2009,4457.5,4716.8,1998.72,10435,5350.09,1005.81
8/13/2009,4605,4755.5,2009.35,10517.19,5401.11,1012.73
8/14/2009,4580.05,4714,1985.52,10597.33,5309.11,1004.09
8/17/2009,4387.9,4645,1930.84,10268.61,5201.61,979.73
8/18/2009,4458.9,4685.8,1955.92,10284.96,5250.74,989.67
8/19/2009,4394.1,4689.7,1969.24,10204,5231.98,996.46
8/20/2009,4453.45,4756.6,1989.22,10383.41,5311.06,1007.37
8/21/2009,4528.8,4850.9,2020.9,10238.2,5462.74,1026.13
8/24/2009,4642.8,4896.2,2017.98,10581.05,5519.75,1025.57
8/25/2009,4659.35,4916.8,2024.23,10497.36,5557.09,1028
8/26/2009,4680.85,4890.6,2024.43,10639.71,5521.97,1028.12
8/27/2009,4688.2,4869.4,2027.73,10473.97,5470.33,1030.98
8/28/2009,4732.35,4908.9,2028.77,10534.14,5517.35,1028.93
8/31/2009,4662.1,4908.9,2009.06,10492.53,5458.04,1020.62
9/1/2009,4625.35,4819.7,1968.89,10530.06,5327.29,998.04
9/2/2009,4608.35,4817.5,1967.07,10280.46,5319.84,994.75
9/3/2009,4593.55,4796.8,1983.2,10214.64,5301.42,1003.24
9/4/2009,4680.4,4851.7,2018.78,10187.11,5384.43,1016.4
9/7/2009,4782.9,4933.2,2018.78,10320.94,5463.51,1016.4
9/8/2009,4805.25,4947.3,2037.77,10393.23,5481.73,1025.39
9/9/2009,4814.25,5004.3,2060.39,10312.14,5574.26,1033.37
9/10/2009,4819.4,4987.7,2084.02,10513.67,5594.77,1044.14
9/11/2009,4829.55,5011.5,2080.9,10444.33,5624.02,1042.73
9/14/2009,4808.6,5018.9,2091.78,10202.06,5620.24,1049.34
9/15/2009,4892.1,5042.1,2102.64,10217.62,5628.98,1052.63
9/16/2009,4958.4,5124.1,2133.15,10270.77,5700.26,1068.76
9/17/2009,4965.55,5164,2126.75,10443.8,5731.14,1065.49
9/18/2009,4976.05,5172.9,2132.86,10370.54,5703.83,1068.3
9/22/2009,5020.2,5142.6,2146.3,10370.54,5709.38,1071.66
9/23/2009,4969.95,5139.4,2131.42,10370.54,5702.05,1060.87
9/24/2009,4986.55,5079.3,2107.61,10544.22,5605.21,1050.78
9/25/2009,4958.95,5082.2,2090.92,10265.98,5581.41,1044.38
9/29/2009,5006.85,5159.7,2124.04,10100.2,5713.52,1060.61
9/30/2009,5083.95,5133.9,2122.42,10133.23,5675.16,1057.08
10/1/2009,5083.4,5047.8,2057.48,9978.64,5554.55,1029.85
10/5/2009,5003.2,5024.3,2068.15,9674.49,5508.85,1040.46
10/6/2009,5027.4,5138,2103.57,9691.8,5657.64,1054.72
10/7/2009,4985.75,5108.9,2110.33,9799.6,5640.75,1057.58
10/8/2009,5002.25,5154.6,2123.93,9832.47,5716.54,1065.48
10/9/2009,4945.2,5161.9,2139.28,10016.39,5711.88,1071.49
10/12/2009,5054.25,5210.2,2139.14,10016.39,5783.23,1076.19
10/14/2009,5118.2,5256.1,2172.23,10060.21,5854.14,1092.02
10/15/2009,5108.85,5223,2173.29,10238.65,5830.77,1096.56
10/16/2009,5142.15,5190.2,2156.8,10257.56,5743.39,1087.68
10/17/2009,5141.8,5190.2,2156.8,10257.56,5743.39,1087.68
10/20/2009,5114.45,5243.4,2163.47,10336.84,5811.77,1091.06
10/21/2009,5063.6,5257.9,2150.73,10333.39,5833.49,1081.4
10/22/2009,4988.6,5207.4,2165.29,10267.17,5762.93,1092.91
10/23/2009,4997.05,5242.6,2154.47,10282.99,5740.25,1079.6
10/26/2009,4970.9,5191.7,2141.85,10362.62,5642.16,1066.95
10/27/2009,4846.7,5201,2116.09,10212.46,5635.02,1063.41
10/28/2009,4826.15,5080.4,2059.61,10075.05,5496.27,1042.63
10/29/2009,4750.55,5137.7,2097.55,9891.1,5587.45,1066.11
10/30/2009,4711.7,5044.5,2045.11,10034.74,5414.96,1036.19
11/3/2009,4563.9,5037.2,2057.32,9802.95,5353.35,1045.41
11/4/2009,4710.8,5107.9,2055.52,9844.31,5444.23,1046.5
11/5/2009,4765.55,5125.6,2105.32,9717.44,5480.92,1066.63
11/6/2009,4796.15,5142.7,2112.44,9789.35,5488.25,1069.3
11/9/2009,4898.4,5235.2,2154.06,9808.99,5619.72,1093.08
11/10/2009,4881.7,5230.5,2151.08,9870.73,5613.2,1093.01
11/11/2009,5003.95,5266.8,2166.9,9871.68,5668.35,1098.51
11/12/2009,4952.65,5276.5,2149.02,9804.49,5663.96,1087.24
11/13/2009,4998.95,5296.4,2167.88,9770.31,5686.83,1093.48
11/16/2009,5058.05,5382.7,2197.85,9791.18,5804.82,1109.3
11/17/2009,5062.25,5345.9,2203.78,9729.93,5778.43,1110.32
11/18/2009,5054.7,5342.1,2193.14,9676.8,5787.61,1109.8
11/19/2009,4989,5267.7,2156.82,9549.47,5702.18,1094.9
11/20/2009,5052.45,5251.4,2146.04,9497.68,5663.15,1091.38
11/23/2009,5103.55,5355.5,2176.01,9497.68,5801.48,1106.24
11/24/2009,5090.55,5324,2169.18,9401.58,5769.31,1105.65
11/25/2009,5108.15,5364.8,2176.05,9441.64,5803.02,1110.63
11/26/2009,5005.55,5194.1,2176.05,9383.24,5614.17,1110.63
11/27/2009,4941.75,5245.7,2138.44,9081.52,5685.61,1091.49
11/30/2009,5032.7,5190.7,2144.6,9345.55,5625.95,1095.63
12/1/2009,5122,5312.2,2175.81,9572.2,5776.61,1108.86
12/2/2009,5123.25,5327.4,2185.03,9608.94,5781.68,1109.24
12/3/2009,5131.7,5313,2173.14,9977.67,5770.35,1099.92
12/4/2009,5108.9,5322.4,2194.35,10022.59,5817.65,1105.98
12/7/2009,5066.7,5310.7,2189.61,10167.6,5784.75,1103.25
12/8/2009,5147.95,5223.1,2172.99,10140.47,5688.58,1091.94
12/9/2009,5112,5203.9,2183.73,10004.72,5647.84,1095.95
12/10/2009,5134.65,5244.4,2190.86,9862.82,5709.02,1102.35
12/11/2009,5117.3,5261.6,2190.31,10107.87,5756.29,1106.41
12/14/2009,5105.7,5315.3,2212.1,10105.68,5802.26,1114.11
12/15/2009,5033.05,5285.8,2201.05,10083.48,5811.34,1107.93
12/16/2009,5042.05,5320.3,2206.91,10177.41,5903.43,1109.18
12/17/2009,5041.75,5217.6,2180.05,10163.8,5844.44,1096.08
12/18/2009,4987.7,5196.8,2211.69,10142.05,5831.21,1102.47
12/21/2009,4952.6,5294,2237.66,10183.47,5930.53,1114.05
12/22/2009,4985.85,5328.7,2252.67,10378.03,5945.69,1118.02
12/23/2009,5144.6,5372.4,2269.64,10378.03,5957.44,1120.59
12/24/2009,5178.4,5402.4,2285.69,10536.92,5957.44,1126.48
12/29/2009,5187.95,5437.6,2288.4,10638.06,6011.55,1126.2
12/30/2009,5169.45,5397.9,2291.28,10546.44,5957.43,1126.42
12/31/2009,5201.05,5412.9,2269.15,10546.44,5957.43,1115.1
1/4/2010,5232.2,5500.3,2308.42,10654.79,6048.3,1132.99
1/5/2010,5277.9,5522.5,2308.71,10681.83,6031.86,1136.52
1/6/2010,5281.8,5530,2301.09,10731.45,6034.33,1137.14
1/7/2010,5263.1,5526.7,2300.05,10681.66,6019.36,1141.69
1/8/2010,5244.75,5534.2,2317.17,10798.32,6037.61,1144.98
1/11/2010,5249.4,5538.1,2312.41,10798.32,6040.5,1146.98
1/12/2010,5210.4,5498.7,2282.31,10879.14,5943,1136.22
1/13/2010,5233.95,5473.5,2307.9,10735.03,5963.14,1145.68
1/14/2010,5259.9,5498.2,2316.74,10907.68,5988.88,1148.46
1/15/2010,5252.2,5455.4,2287.99,10982.1,5875.97,1136.03
1/18/2010,5274.85,5494.4,2287.99,10855.08,5918.55,1136.03
1/19/2010,5225.65,5513.1,2320.4,10764.9,5976.48,1150.23
1/20/2010,5221.7,5420.8,2291.25,10737.52,5851.53,1138.04
1/21/2010,5094.15,5335.1,2265.7,10868.41,5746.97,1116.48
1/22/2010,5036,5303,2205.29,10590.55,5695.32,1091.76
1/25/2010,5007.9,5260.3,2210.8,10512.69,5631.37,1096.78
1/27/2010,4853.1,5217.5,2221.41,10252.08,5643.2,1097.5
1/28/2010,4867.25,5145.7,2179,10414.29,5540.33,1084.53
1/29/2010,4882.05,5188.5,2147.35,10198.04,5608.79,1073.87
2/1/2010,4899.7,5247.4,2171.2,10205.02,5654.48,1089.19
2/2/2010,4830.1,5283.3,2190.06,10371.09,5709.66,1103.32
2/3/2010,4931.85,5253.1,2190.91,10404.33,5672.09,1097.28
2/4/2010,4845.35,5139.3,2125.43,10355.98,5533.24,1063.11
2/5/2010,4718.65,5060.9,2141.12,10057.09,5434.34,1066.19
2/6/2010,4757.25,5060.9,2141.12,10057.09,5434.34,1066.19
2/8/2010,4760.4,5092.3,2126.05,9951.82,5484.85,1056.74
2/9/2010,4792.65,5111.8,2150.87,9932.9,5498.26,1070.52
2/10/2010,4757.2,5132,2147.87,9963.99,5536.37,1068.13
2/11/2010,4826.85,5161.5,2177.41,9963.99,5503.93,1078.47
2/15/2010,4801.95,5167.5,2183.53,10013.3,5511.1,1075.51
2/16/2010,4855.75,5244.1,2214.19,10034.25,5592.12,1094.87
2/17/2010,4914,5276.6,2226.29,10306.83,5648.34,1099.51
2/18/2010,4887.75,5325.1,2241.71,10335.69,5680.41,1106.75
2/19/2010,4844.9,5358.2,2243.87,10123.58,5722.05,1109.17
2/22/2010,4856.4,5352.1,2242.03,10400.47,5688.44,1108.01
2/23/2010,4870.05,5315.1,2213.44,10352.1,5604.07,1094.6
2/24/2010,4858.6,5342.9,2235.9,10198.83,5615.51,1105.24
2/25/2010,4859.75,5278.2,2234.22,10101.96,5532.33,1102.94
2/26/2010,4922.3,5354.5,2238.26,10126.03,5598.46,1104.49
3/2/2010,5017,5484.1,2280.79,10221.84,5776.56,1118.31
3/3/2010,5088.1,5533.2,2280.68,10253.14,5817.88,1118.79
3/4/2010,5080.25,5527.2,2292.31,10145.72,5795.32,1122.97
3/5/2010,5088.7,5599.8,2326.35,10368.96,5877.36,1138.7
3/8/2010,5124,5606.7,2332.21,10585.92,5875.91,1138.5
3/9/2010,5101.5,5602.3,2340.68,10567.65,5885.89,1140.45
3/10/2010,5116.25,5640.6,2358.95,10563.92,5936.72,1145.61
3/11/2010,5133.4,5617.3,2368.46,10664.95,5928.63,1150.24
3/12/2010,5137,5625.6,2367.66,10751.26,5945.11,1149.99
3/15/2010,5128.9,5593.9,2362.21,10751.98,5903.56,1150.51
3/16/2010,5198.1,5620.4,2378.01,10721.71,5970.99,1159.46
3/17/2010,5231.9,5644.6,2389.09,10846.98,6024.28,1166.21
3/18/2010,5245.9,5642.6,2391.28,10744.03,6012.31,1165.83
3/19/2010,5262.8,5650.1,2374.41,10824.72,5982.43,1159.9
3/22/2010,5205.2,5644.5,2395.4,10824.72,5987.5,1165.81
3/23/2010,5225.3,5673.6,2415.24,10774.15,6017.27,1174.17
3/25/2010,5260.4,5727.6,2397.41,10828.85,6132.95,1165.73
3/26/2010,5282,5703,2395.13,10996.37,6120.05,1166.59
3/29/2010,5302.85,5710.7,2404.36,10986.47,6156.85,1173.22
3/30/2010,5262.45,5672.3,2410.69,11097.14,6142.45,1173.27
3/31/2010,5249.1,5679.6,2397.96,11089.94,6153.55,1169.43
4/1/2010,5290.5,5744.9,2402.58,11244.4,6235.56,1178.1
4/5/2010,5368.4,5744.9,2429.53,11339.3,6235.56,1187.44
4/6/2010,5366,5780.4,2436.81,11282.32,6252.21,1189.44
4/7/2010,5374.65,5762.1,2431.16,11292.83,6222.41,1182.45
4/8/2010,5304.45,5712.7,2436.81,11168.2,6171.83,1186.44
4/9/2010,5361.75,5771,2454.05,11204.34,6249.7,1194.37
4/12/2010,5339.7,5777.6,2457.87,11251.9,6250.69,1196.48
4/13/2010,5322.95,5761.7,2465.99,11161.23,6230.83,1197.3
4/15/2010,5273.6,5825,2515.69,11273.79,6291.45,1211.67
4/16/2010,5262.6,5744,2481.26,11102.18,6180.9,1192.13
4/19/2010,5203.65,5727.9,2480.11,10908.77,6162.44,1197.52
4/20/2010,5230.1,5783.7,2500.31,10900.68,6264.23,1207.17
4/21/2010,5244.9,5723.4,2504.61,11090.05,6230.38,1205.94
4/22/2010,5269.35,5665.3,2519.07,10949.09,6168.72,1208.67
4/23/2010,5304.1,5723.6,2530.15,10914.46,6259.53,1217.28
4/26/2010,5322.45,5753.9,2522.95,11165.79,6332.1,1212.05
